Ref,Val,Package,PosX,PosY,Rot,Side
"D721","RED","LED_0603_1608Metric",243.000000,-169.000000,90.000000,top
"D722","RED","LED_0603_1608Metric",222.000000,-166.000000,90.000000,top
"D723","RED","LED_0603_1608Metric",225.000000,-166.000000,90.000000,top
"D724","RED","LED_0603_1608Metric",228.000000,-166.000000,90.000000,top
"D725","RED","LED_0603_1608Metric",231.000000,-166.000000,90.000000,top
"D726","RED","LED_0603_1608Metric",234.000000,-166.000000,90.000000,top
"D727","RED","LED_0603_1608Metric",237.000000,-166.000000,90.000000,top
"D728","RED","LED_0603_1608Metric",240.000000,-166.000000,90.000000,top
"D729","RED","LED_0603_1608Metric",243.000000,-166.000000,90.000000,top
"D730","RED","LED_0603_1608Metric",222.000000,-148.000000,90.000000,top
"D731","RED","LED_0603_1608Metric",225.000000,-148.000000,90.000000,top
"D732","RED","LED_0603_1608Metric",228.000000,-148.000000,90.000000,top
"D733","RED","LED_0603_1608Metric",231.000000,-148.000000,90.000000,top
"D734","RED","LED_0603_1608Metric",234.000000,-148.000000,90.000000,top
"D735","RED","LED_0603_1608Metric",237.000000,-148.000000,90.000000,top
"D736","RED","LED_0603_1608Metric",240.000000,-148.000000,90.000000,top
"D737","RED","LED_0603_1608Metric",243.000000,-148.000000,90.000000,top
"D738","RED","LED_0603_1608Metric",222.000000,-151.000000,90.000000,top
"D739","RED","LED_0603_1608Metric",225.000000,-151.000000,90.000000,top
"D740","RED","LED_0603_1608Metric",228.000000,-151.000000,90.000000,top
"D741","RED","LED_0603_1608Metric",231.000000,-151.000000,90.000000,top
"D742","RED","LED_0603_1608Metric",234.000000,-151.000000,90.000000,top
"D743","RED","LED_0603_1608Metric",237.000000,-151.000000,90.000000,top
"D744","RED","LED_0603_1608Metric",240.000000,-151.000000,90.000000,top
"D745","RED","LED_0603_1608Metric",243.000000,-151.000000,90.000000,top
"D746","RED","LED_0603_1608Metric",222.000000,-160.000000,90.000000,top
"D747","RED","LED_0603_1608Metric",225.000000,-160.000000,90.000000,top
"D748","RED","LED_0603_1608Metric",228.000000,-160.000000,90.000000,top
"D749","RED","LED_0603_1608Metric",231.000000,-160.000000,90.000000,top
"D750","RED","LED_0603_1608Metric",234.000000,-160.000000,90.000000,top
"D751","RED","LED_0603_1608Metric",237.000000,-160.000000,90.000000,top
"D752","RED","LED_0603_1608Metric",240.000000,-160.000000,90.000000,top
"D753","RED","LED_0603_1608Metric",243.000000,-160.000000,90.000000,top
"D754","RED","LED_0603_1608Metric",222.000000,-157.000000,90.000000,top
"D755","RED","LED_0603_1608Metric",225.000000,-157.000000,90.000000,top
"D756","RED","LED_0603_1608Metric",228.000000,-157.000000,90.000000,top
"D757","RED","LED_0603_1608Metric",231.000000,-157.000000,90.000000,top
"D758","RED","LED_0603_1608Metric",234.000000,-157.000000,90.000000,top
"D759","RED","LED_0603_1608Metric",237.000000,-157.000000,90.000000,top
"D760","RED","LED_0603_1608Metric",240.000000,-157.000000,90.000000,top
"D761","RED","LED_0603_1608Metric",243.000000,-157.000000,90.000000,top
"D762","RED","LED_0603_1608Metric",222.000000,-154.000000,90.000000,top
"D763","RED","LED_0603_1608Metric",225.000000,-154.000000,90.000000,top
"D764","RED","LED_0603_1608Metric",228.000000,-154.000000,90.000000,top
"D765","RED","LED_0603_1608Metric",231.000000,-154.000000,90.000000,top
"D766","RED","LED_0603_1608Metric",234.000000,-154.000000,90.000000,top
"D767","RED","LED_0603_1608Metric",237.000000,-154.000000,90.000000,top
"D768","RED","LED_0603_1608Metric",240.000000,-154.000000,90.000000,top
"D769","RED","LED_0603_1608Metric",243.000000,-154.000000,90.000000,top
"D770","RED","LED_0603_1608Metric",174.000000,-187.000000,90.000000,top
"D771","RED","LED_0603_1608Metric",177.000000,-187.000000,90.000000,top
"D772","RED","LED_0603_1608Metric",180.000000,-187.000000,90.000000,top
"D773","RED","LED_0603_1608Metric",183.000000,-187.000000,90.000000,top
"D774","RED","LED_0603_1608Metric",186.000000,-187.000000,90.000000,top
"D775","RED","LED_0603_1608Metric",189.000000,-187.000000,90.000000,top
"D776","RED","LED_0603_1608Metric",192.000000,-187.000000,90.000000,top
"D777","RED","LED_0603_1608Metric",195.000000,-187.000000,90.000000,top
"D778","RED","LED_0603_1608Metric",174.000000,-193.000000,90.000000,top
"D779","RED","LED_0603_1608Metric",177.000000,-193.000000,90.000000,top
"D780","RED","LED_0603_1608Metric",180.000000,-193.000000,90.000000,top
"D781","RED","LED_0603_1608Metric",183.000000,-193.000000,90.000000,top
"D782","RED","LED_0603_1608Metric",186.000000,-193.000000,90.000000,top
"D783","RED","LED_0603_1608Metric",189.000000,-193.000000,90.000000,top
"D784","RED","LED_0603_1608Metric",192.000000,-193.000000,90.000000,top
"D785","RED","LED_0603_1608Metric",195.000000,-193.000000,90.000000,top
"D786","RED","LED_0603_1608Metric",174.000000,-190.000000,90.000000,top
"D787","RED","LED_0603_1608Metric",177.000000,-190.000000,90.000000,top
"D788","RED","LED_0603_1608Metric",180.000000,-190.000000,90.000000,top
"D789","RED","LED_0603_1608Metric",183.000000,-190.000000,90.000000,top
"D790","RED","LED_0603_1608Metric",186.000000,-190.000000,90.000000,top
"D791","RED","LED_0603_1608Metric",189.000000,-190.000000,90.000000,top
"D792","RED","LED_0603_1608Metric",192.000000,-190.000000,90.000000,top
"D793","RED","LED_0603_1608Metric",195.000000,-190.000000,90.000000,top
"D794","RED","LED_0603_1608Metric",174.000000,-172.000000,90.000000,top
"D795","RED","LED_0603_1608Metric",177.000000,-172.000000,90.000000,top
"D796","RED","LED_0603_1608Metric",180.000000,-172.000000,90.000000,top
"D797","RED","LED_0603_1608Metric",183.000000,-172.000000,90.000000,top
"D798","RED","LED_0603_1608Metric",186.000000,-172.000000,90.000000,top
"D799","RED","LED_0603_1608Metric",189.000000,-172.000000,90.000000,top
"D800","RED","LED_0603_1608Metric",192.000000,-172.000000,90.000000,top
"D801","RED","LED_0603_1608Metric",195.000000,-172.000000,90.000000,top
"D802","RED","LED_0603_1608Metric",174.000000,-175.000000,90.000000,top
"D803","RED","LED_0603_1608Metric",177.000000,-175.000000,90.000000,top
"D804","RED","LED_0603_1608Metric",180.000000,-175.000000,90.000000,top
"D805","RED","LED_0603_1608Metric",183.000000,-175.000000,90.000000,top
"D806","RED","LED_0603_1608Metric",186.000000,-175.000000,90.000000,top
"D807","RED","LED_0603_1608Metric",189.000000,-175.000000,90.000000,top
"D808","RED","LED_0603_1608Metric",192.000000,-175.000000,90.000000,top
"D809","RED","LED_0603_1608Metric",195.000000,-175.000000,90.000000,top
"D810","RED","LED_0603_1608Metric",174.000000,-184.000000,90.000000,top
"D811","RED","LED_0603_1608Metric",177.000000,-184.000000,90.000000,top
"D812","RED","LED_0603_1608Metric",180.000000,-184.000000,90.000000,top
"D813","RED","LED_0603_1608Metric",183.000000,-184.000000,90.000000,top
"D814","RED","LED_0603_1608Metric",186.000000,-184.000000,90.000000,top
"D815","RED","LED_0603_1608Metric",189.000000,-184.000000,90.000000,top
"D816","RED","LED_0603_1608Metric",192.000000,-184.000000,90.000000,top
"D817","RED","LED_0603_1608Metric",195.000000,-184.000000,90.000000,top
"D818","RED","LED_0603_1608Metric",174.000000,-181.000000,90.000000,top
"D819","RED","LED_0603_1608Metric",177.000000,-181.000000,90.000000,top
"D820","RED","LED_0603_1608Metric",180.000000,-181.000000,90.000000,top
"D821","RED","LED_0603_1608Metric",183.000000,-181.000000,90.000000,top
"D822","RED","LED_0603_1608Metric",186.000000,-181.000000,90.000000,top
"D823","RED","LED_0603_1608Metric",189.000000,-181.000000,90.000000,top
"D824","RED","LED_0603_1608Metric",192.000000,-181.000000,90.000000,top
"D825","RED","LED_0603_1608Metric",195.000000,-181.000000,90.000000,top
"D826","RED","LED_0603_1608Metric",174.000000,-178.000000,90.000000,top
"D827","RED","LED_0603_1608Metric",177.000000,-178.000000,90.000000,top
"D828","RED","LED_0603_1608Metric",180.000000,-178.000000,90.000000,top
"D829","RED","LED_0603_1608Metric",183.000000,-178.000000,90.000000,top
"D830","RED","LED_0603_1608Metric",186.000000,-178.000000,90.000000,top
"D831","RED","LED_0603_1608Metric",189.000000,-178.000000,90.000000,top
"D832","RED","LED_0603_1608Metric",192.000000,-178.000000,90.000000,top
"D833","RED","LED_0603_1608Metric",195.000000,-178.000000,90.000000,top
"D834","RED","LED_0603_1608Metric",150.000000,-187.000000,90.000000,top
"D835","RED","LED_0603_1608Metric",153.000000,-187.000000,90.000000,top
"D836","RED","LED_0603_1608Metric",156.000000,-187.000000,90.000000,top
"D837","RED","LED_0603_1608Metric",159.000000,-187.000000,90.000000,top
"D838","RED","LED_0603_1608Metric",162.000000,-187.000000,90.000000,top
"D839","RED","LED_0603_1608Metric",165.000000,-187.000000,90.000000,top
"D840","RED","LED_0603_1608Metric",168.000000,-187.000000,90.000000,top
"D841","RED","LED_0603_1608Metric",171.000000,-187.000000,90.000000,top
"D842","RED","LED_0603_1608Metric",150.000000,-193.000000,90.000000,top
"D843","RED","LED_0603_1608Metric",153.000000,-193.000000,90.000000,top
"D844","RED","LED_0603_1608Metric",156.000000,-193.000000,90.000000,top
"D845","RED","LED_0603_1608Metric",159.000000,-193.000000,90.000000,top
"D846","RED","LED_0603_1608Metric",162.000000,-193.000000,90.000000,top
"D847","RED","LED_0603_1608Metric",165.000000,-193.000000,90.000000,top
"D848","RED","LED_0603_1608Metric",168.000000,-193.000000,90.000000,top
"D849","RED","LED_0603_1608Metric",171.000000,-193.000000,90.000000,top
"D850","RED","LED_0603_1608Metric",150.000000,-190.000000,90.000000,top
"D851","RED","LED_0603_1608Metric",153.000000,-190.000000,90.000000,top
"D852","RED","LED_0603_1608Metric",156.000000,-190.000000,90.000000,top
"D853","RED","LED_0603_1608Metric",159.000000,-190.000000,90.000000,top
"D854","RED","LED_0603_1608Metric",162.000000,-190.000000,90.000000,top
"D855","RED","LED_0603_1608Metric",165.000000,-190.000000,90.000000,top
"D856","RED","LED_0603_1608Metric",168.000000,-190.000000,90.000000,top
"D857","RED","LED_0603_1608Metric",171.000000,-190.000000,90.000000,top
"D858","RED","LED_0603_1608Metric",150.000000,-172.000000,90.000000,top
"D859","RED","LED_0603_1608Metric",153.000000,-172.000000,90.000000,top
"D860","RED","LED_0603_1608Metric",156.000000,-172.000000,90.000000,top
"D861","RED","LED_0603_1608Metric",159.000000,-172.000000,90.000000,top
"D862","RED","LED_0603_1608Metric",162.000000,-172.000000,90.000000,top
"D863","RED","LED_0603_1608Metric",165.000000,-172.000000,90.000000,top
"D864","RED","LED_0603_1608Metric",168.000000,-172.000000,90.000000,top
"D865","RED","LED_0603_1608Metric",171.000000,-172.000000,90.000000,top
"D866","RED","LED_0603_1608Metric",150.000000,-175.000000,90.000000,top
"D867","RED","LED_0603_1608Metric",153.000000,-175.000000,90.000000,top
"D868","RED","LED_0603_1608Metric",156.000000,-175.000000,90.000000,top
"D869","RED","LED_0603_1608Metric",159.000000,-175.000000,90.000000,top
"D870","RED","LED_0603_1608Metric",162.000000,-175.000000,90.000000,top
"D871","RED","LED_0603_1608Metric",165.000000,-175.000000,90.000000,top
"D872","RED","LED_0603_1608Metric",168.000000,-175.000000,90.000000,top
"D873","RED","LED_0603_1608Metric",171.000000,-175.000000,90.000000,top
"D874","RED","LED_0603_1608Metric",150.000000,-184.000000,90.000000,top
"D875","RED","LED_0603_1608Metric",153.000000,-184.000000,90.000000,top
"D876","RED","LED_0603_1608Metric",156.000000,-184.000000,90.000000,top
"D877","RED","LED_0603_1608Metric",159.000000,-184.000000,90.000000,top
"D878","RED","LED_0603_1608Metric",162.000000,-184.000000,90.000000,top
"D879","RED","LED_0603_1608Metric",165.000000,-184.000000,90.000000,top
"D880","RED","LED_0603_1608Metric",168.000000,-184.000000,90.000000,top
"D881","RED","LED_0603_1608Metric",171.000000,-184.000000,90.000000,top
"D882","RED","LED_0603_1608Metric",150.000000,-181.000000,90.000000,top
"D883","RED","LED_0603_1608Metric",153.000000,-181.000000,90.000000,top
"D884","RED","LED_0603_1608Metric",156.000000,-181.000000,90.000000,top
"D885","RED","LED_0603_1608Metric",159.000000,-181.000000,90.000000,top
"D886","RED","LED_0603_1608Metric",162.000000,-181.000000,90.000000,top
"D887","RED","LED_0603_1608Metric",165.000000,-181.000000,90.000000,top
"D888","RED","LED_0603_1608Metric",168.000000,-181.000000,90.000000,top
"D889","RED","LED_0603_1608Metric",171.000000,-181.000000,90.000000,top
"D890","RED","LED_0603_1608Metric",150.000000,-178.000000,90.000000,top
"D891","RED","LED_0603_1608Metric",153.000000,-178.000000,90.000000,top
"D892","RED","LED_0603_1608Metric",156.000000,-178.000000,90.000000,top
"D893","RED","LED_0603_1608Metric",159.000000,-178.000000,90.000000,top
"D894","RED","LED_0603_1608Metric",162.000000,-178.000000,90.000000,top
"D895","RED","LED_0603_1608Metric",165.000000,-178.000000,90.000000,top
"D896","RED","LED_0603_1608Metric",168.000000,-178.000000,90.000000,top
"D897","RED","LED_0603_1608Metric",171.000000,-178.000000,90.000000,top
"D898","RED","LED_0603_1608Metric",198.000000,-187.000000,90.000000,top
"D899","RED","LED_0603_1608Metric",201.000000,-187.000000,90.000000,top
"D900","RED","LED_0603_1608Metric",204.000000,-187.000000,90.000000,top
"D901","RED","LED_0603_1608Metric",207.000000,-187.000000,90.000000,top
"D902","RED","LED_0603_1608Metric",210.000000,-187.000000,90.000000,top
"D903","RED","LED_0603_1608Metric",213.000000,-187.000000,90.000000,top
"D904","RED","LED_0603_1608Metric",216.000000,-187.000000,90.000000,top
"D905","RED","LED_0603_1608Metric",219.000000,-187.000000,90.000000,top
"D906","RED","LED_0603_1608Metric",198.000000,-193.000000,90.000000,top
"D907","RED","LED_0603_1608Metric",201.000000,-193.000000,90.000000,top
"D908","RED","LED_0603_1608Metric",204.000000,-193.000000,90.000000,top
"D909","RED","LED_0603_1608Metric",207.000000,-193.000000,90.000000,top
"D910","RED","LED_0603_1608Metric",210.000000,-193.000000,90.000000,top
"D911","RED","LED_0603_1608Metric",213.000000,-193.000000,90.000000,top
"D912","RED","LED_0603_1608Metric",216.000000,-193.000000,90.000000,top
"D913","RED","LED_0603_1608Metric",219.000000,-193.000000,90.000000,top
"D914","RED","LED_0603_1608Metric",198.000000,-190.000000,90.000000,top
"D915","RED","LED_0603_1608Metric",201.000000,-190.000000,90.000000,top
"D916","RED","LED_0603_1608Metric",204.000000,-190.000000,90.000000,top
"D917","RED","LED_0603_1608Metric",207.000000,-190.000000,90.000000,top
"D918","RED","LED_0603_1608Metric",210.000000,-190.000000,90.000000,top
"D919","RED","LED_0603_1608Metric",213.000000,-190.000000,90.000000,top
"D920","RED","LED_0603_1608Metric",216.000000,-190.000000,90.000000,top
"D921","RED","LED_0603_1608Metric",219.000000,-190.000000,90.000000,top
"D922","RED","LED_0603_1608Metric",198.000000,-172.000000,90.000000,top
"D923","RED","LED_0603_1608Metric",201.000000,-172.000000,90.000000,top
"D924","RED","LED_0603_1608Metric",204.000000,-172.000000,90.000000,top
"D925","RED","LED_0603_1608Metric",207.000000,-172.000000,90.000000,top
"D926","RED","LED_0603_1608Metric",210.000000,-172.000000,90.000000,top
"D927","RED","LED_0603_1608Metric",213.000000,-172.000000,90.000000,top
"D928","RED","LED_0603_1608Metric",216.000000,-172.000000,90.000000,top
"D929","RED","LED_0603_1608Metric",219.000000,-172.000000,90.000000,top
"D930","RED","LED_0603_1608Metric",198.000000,-175.000000,90.000000,top
"D931","RED","LED_0603_1608Metric",201.000000,-175.000000,90.000000,top
"D932","RED","LED_0603_1608Metric",204.000000,-175.000000,90.000000,top
"D933","RED","LED_0603_1608Metric",207.000000,-175.000000,90.000000,top
"D934","RED","LED_0603_1608Metric",210.000000,-175.000000,90.000000,top
"D935","RED","LED_0603_1608Metric",213.000000,-175.000000,90.000000,top
"D936","RED","LED_0603_1608Metric",216.000000,-175.000000,90.000000,top
"D937","RED","LED_0603_1608Metric",219.000000,-175.000000,90.000000,top
"D938","RED","LED_0603_1608Metric",198.000000,-184.000000,90.000000,top
"D939","RED","LED_0603_1608Metric",201.000000,-184.000000,90.000000,top
"D940","RED","LED_0603_1608Metric",204.000000,-184.000000,90.000000,top
"D941","RED","LED_0603_1608Metric",207.000000,-184.000000,90.000000,top
"D942","RED","LED_0603_1608Metric",210.000000,-184.000000,90.000000,top
"D943","RED","LED_0603_1608Metric",213.000000,-184.000000,90.000000,top
"D944","RED","LED_0603_1608Metric",216.000000,-184.000000,90.000000,top
"D945","RED","LED_0603_1608Metric",219.000000,-184.000000,90.000000,top
"D946","RED","LED_0603_1608Metric",198.000000,-181.000000,90.000000,top
"D947","RED","LED_0603_1608Metric",201.000000,-181.000000,90.000000,top
"D948","RED","LED_0603_1608Metric",204.000000,-181.000000,90.000000,top
"D949","RED","LED_0603_1608Metric",207.000000,-181.000000,90.000000,top
"D950","RED","LED_0603_1608Metric",210.000000,-181.000000,90.000000,top
"D951","RED","LED_0603_1608Metric",213.000000,-181.000000,90.000000,top
"D952","RED","LED_0603_1608Metric",216.000000,-181.000000,90.000000,top
"D953","RED","LED_0603_1608Metric",219.000000,-181.000000,90.000000,top
"D954","RED","LED_0603_1608Metric",198.000000,-178.000000,90.000000,top
"D955","RED","LED_0603_1608Metric",201.000000,-178.000000,90.000000,top
"D956","RED","LED_0603_1608Metric",204.000000,-178.000000,90.000000,top
"D957","RED","LED_0603_1608Metric",207.000000,-178.000000,90.000000,top
"D958","RED","LED_0603_1608Metric",210.000000,-178.000000,90.000000,top
"D959","RED","LED_0603_1608Metric",213.000000,-178.000000,90.000000,top
"D960","RED","LED_0603_1608Metric",216.000000,-178.000000,90.000000,top
"D961","RED","LED_0603_1608Metric",219.000000,-178.000000,90.000000,top
"D962","RED","LED_0603_1608Metric",222.000000,-187.000000,90.000000,top
"D963","RED","LED_0603_1608Metric",225.000000,-187.000000,90.000000,top
"D964","RED","LED_0603_1608Metric",228.000000,-187.000000,90.000000,top
"D965","RED","LED_0603_1608Metric",231.000000,-187.000000,90.000000,top
"D966","RED","LED_0603_1608Metric",234.000000,-187.000000,90.000000,top
"D967","RED","LED_0603_1608Metric",237.000000,-187.000000,90.000000,top
"D968","RED","LED_0603_1608Metric",240.000000,-187.000000,90.000000,top
"D969","RED","LED_0603_1608Metric",243.000000,-187.000000,90.000000,top
"D970","RED","LED_0603_1608Metric",222.000000,-193.000000,90.000000,top
"D971","RED","LED_0603_1608Metric",225.000000,-193.000000,90.000000,top
"D972","RED","LED_0603_1608Metric",228.000000,-193.000000,90.000000,top
"D973","RED","LED_0603_1608Metric",231.000000,-193.000000,90.000000,top
"D974","RED","LED_0603_1608Metric",234.000000,-193.000000,90.000000,top
"D975","RED","LED_0603_1608Metric",237.000000,-193.000000,90.000000,top
"D976","RED","LED_0603_1608Metric",240.000000,-193.000000,90.000000,top
"D977","RED","LED_0603_1608Metric",243.000000,-193.000000,90.000000,top
"D978","RED","LED_0603_1608Metric",222.000000,-190.000000,90.000000,top
"D979","RED","LED_0603_1608Metric",225.000000,-190.000000,90.000000,top
"D980","RED","LED_0603_1608Metric",228.000000,-190.000000,90.000000,top
"D981","RED","LED_0603_1608Metric",231.000000,-190.000000,90.000000,top
"D982","RED","LED_0603_1608Metric",234.000000,-190.000000,90.000000,top
"D983","RED","LED_0603_1608Metric",237.000000,-190.000000,90.000000,top
"D984","RED","LED_0603_1608Metric",240.000000,-190.000000,90.000000,top
"D985","RED","LED_0603_1608Metric",243.000000,-190.000000,90.000000,top
"D986","RED","LED_0603_1608Metric",222.000000,-172.000000,90.000000,top
"D987","RED","LED_0603_1608Metric",225.000000,-172.000000,90.000000,top
"D988","RED","LED_0603_1608Metric",228.000000,-172.000000,90.000000,top
"D989","RED","LED_0603_1608Metric",231.000000,-172.000000,90.000000,top
"D990","RED","LED_0603_1608Metric",234.000000,-172.000000,90.000000,top
"D991","RED","LED_0603_1608Metric",237.000000,-172.000000,90.000000,top
"D992","RED","LED_0603_1608Metric",240.000000,-172.000000,90.000000,top
"D993","RED","LED_0603_1608Metric",243.000000,-172.000000,90.000000,top
"D994","RED","LED_0603_1608Metric",222.000000,-175.000000,90.000000,top
"D995","RED","LED_0603_1608Metric",225.000000,-175.000000,90.000000,top
"D996","RED","LED_0603_1608Metric",228.000000,-175.000000,90.000000,top
"D997","RED","LED_0603_1608Metric",231.000000,-175.000000,90.000000,top
"D998","RED","LED_0603_1608Metric",234.000000,-175.000000,90.000000,top
"D999","RED","LED_0603_1608Metric",237.000000,-175.000000,90.000000,top
"D1000","RED","LED_0603_1608Metric",240.000000,-175.000000,90.000000,top
"D1001","RED","LED_0603_1608Metric",243.000000,-175.000000,90.000000,top
"D1002","RED","LED_0603_1608Metric",222.000000,-184.000000,90.000000,top
"D1003","RED","LED_0603_1608Metric",225.000000,-184.000000,90.000000,top
"D1004","RED","LED_0603_1608Metric",228.000000,-184.000000,90.000000,top
"D1005","RED","LED_0603_1608Metric",231.000000,-184.000000,90.000000,top
"D1006","RED","LED_0603_1608Metric",234.000000,-184.000000,90.000000,top
"D1007","RED","LED_0603_1608Metric",237.000000,-184.000000,90.000000,top
"D1008","RED","LED_0603_1608Metric",240.000000,-184.000000,90.000000,top
"D1009","RED","LED_0603_1608Metric",243.000000,-184.000000,90.000000,top
"D1010","RED","LED_0603_1608Metric",222.000000,-181.000000,90.000000,top
"D1011","RED","LED_0603_1608Metric",225.000000,-181.000000,90.000000,top
"D1012","RED","LED_0603_1608Metric",228.000000,-181.000000,90.000000,top
"D1013","RED","LED_0603_1608Metric",231.000000,-181.000000,90.000000,top
"D1014","RED","LED_0603_1608Metric",234.000000,-181.000000,90.000000,top
"D1015","RED","LED_0603_1608Metric",237.000000,-181.000000,90.000000,top
"D1016","RED","LED_0603_1608Metric",240.000000,-181.000000,90.000000,top
"D1017","RED","LED_0603_1608Metric",243.000000,-181.000000,90.000000,top
"D1018","RED","LED_0603_1608Metric",222.000000,-178.000000,90.000000,top
"D1019","RED","LED_0603_1608Metric",225.000000,-178.000000,90.000000,top
"D1020","RED","LED_0603_1608Metric",228.000000,-178.000000,90.000000,top
"D1021","RED","LED_0603_1608Metric",231.000000,-178.000000,90.000000,top
"D1022","RED","LED_0603_1608Metric",234.000000,-178.000000,90.000000,top
"D1023","RED","LED_0603_1608Metric",237.000000,-178.000000,90.000000,top
"D1024","RED","LED_0603_1608Metric",240.000000,-178.000000,90.000000,top
"D1025","RED","LED_0603_1608Metric",243.000000,-178.000000,90.000000,top
"FB1","120FB","L_0603_1608Metric",123.400000,-145.100000,0.000000,top
"J1","Conn_01x04_Pin","PinHeader_1x04_P2.54mm_Vertical",98.000000,-178.580000,180.000000,top
"J2","USB_B_Micro","USB_Micro-B_Wuerth_629105150521",99.350000,-153.350000,-90.000000,top
"L1","10u","L_6.3x6.3_H3",116.600000,-167.300000,0.000000,top
"Q1","Q_NMOS_GDS","SOT-23",118.537500,-137.150000,0.000000,top
"Q2","Q_NMOS_GDS","SOT-23",126.537500,-113.150000,0.000000,top
"Q3","Q_NMOS_GDS","SOT-23",118.537500,-129.150000,0.000000,top
"Q4","Q_NMOS_GDS","SOT-23",126.537500,-121.150000,0.000000,top
"Q5","Q_NMOS_GDS","SOT-23",118.537500,-121.150000,0.000000,top
"Q6","Q_NMOS_GDS","SOT-23",126.537500,-129.150000,0.000000,top
"Q7","Q_NMOS_GDS","SOT-23",118.537500,-113.150000,0.000000,top
"Q8","Q_NMOS_GDS","SOT-23",126.537500,-137.150000,0.000000,top
"R1","10k","R_0402_1005Metric",108.600000,-170.800000,180.000000,top
"R2","3k16","R_0402_1005Metric",117.100000,-172.600000,0.000000,top
"R3","1k","R_0402_1005Metric",111.800000,-172.600000,0.000000,top
"R4","10k","R_0402_1005Metric",112.000000,-160.710000,90.000000,top
"R5","470","R_0402_1005Metric",119.600000,-145.000000,-90.000000,top
"R6","1k5","R_0402_1005Metric",103.937500,-154.100000,-90.000000,top
"R7","330","R_0402_1005Metric",145.375000,-101.433333,0.000000,top
"R8","330","R_0402_1005Metric",134.000000,-100.000000,180.000000,top
"R9","330","R_0402_1005Metric",134.000000,-101.433333,180.000000,top
"R10","330","R_0402_1005Metric",134.000000,-102.866666,180.000000,top
"R11","330","R_0402_1005Metric",134.000000,-104.299999,180.000000,top
"R12","330","R_0402_1005Metric",134.000000,-105.733332,180.000000,top
"R13","330","R_0402_1005Metric",134.000000,-107.166665,180.000000,top
"R14","330","R_0402_1005Metric",134.000000,-108.600000,180.000000,top
"R15","330","R_0402_1005Metric",145.366667,-113.282000,0.000000,top
"R16","330","R_0402_1005Metric",133.991667,-111.848667,180.000000,top
"R17","330","R_0402_1005Metric",133.991667,-113.282000,180.000000,top
"R18","330","R_0402_1005Metric",133.991667,-114.715333,180.000000,top
"R19","330","R_0402_1005Metric",133.991667,-116.148666,180.000000,top
"R20","330","R_0402_1005Metric",133.991667,-117.581999,180.000000,top
"R21","330","R_0402_1005Metric",133.991667,-119.015332,180.000000,top
"R22","330","R_0402_1005Metric",133.991667,-120.448667,180.000000,top
"R23","330","R_0402_1005Metric",258.385000,-101.628335,0.000000,top
"R24","330","R_0402_1005Metric",247.910000,-99.433335,180.000000,top
"R25","330","R_0402_1005Metric",247.910000,-100.866668,180.000000,top
"R26","330","R_0402_1005Metric",247.910000,-102.300001,180.000000,top
"R27","330","R_0402_1005Metric",247.910000,-103.733334,180.000000,top
"R28","330","R_0402_1005Metric",247.910000,-105.166667,180.000000,top
"R29","330","R_0402_1005Metric",247.910000,-106.600000,180.000000,top
"R30","330","R_0402_1005Metric",247.910000,-108.033335,180.000000,top
"R31","330","R_0402_1005Metric",258.385000,-113.438335,0.000000,top
"R32","330","R_0402_1005Metric",247.990000,-111.233334,180.000000,top
"R33","330","R_0402_1005Metric",247.990000,-112.666667,180.000000,top
"R34","330","R_0402_1005Metric",247.990000,-114.100000,180.000000,top
"R35","330","R_0402_1005Metric",247.990000,-115.533333,180.000000,top
"R36","330","R_0402_1005Metric",247.990000,-116.966666,180.000000,top
"R37","330","R_0402_1005Metric",247.990000,-118.399999,180.000000,top
"R38","330","R_0402_1005Metric",247.990000,-119.833334,180.000000,top
"R39","330","R_0402_1005Metric",145.366667,-137.282000,0.000000,top
"R40","330","R_0402_1005Metric",133.991667,-135.848667,180.000000,top
"R41","330","R_0402_1005Metric",133.991667,-137.282000,180.000000,top
"R42","330","R_0402_1005Metric",133.991667,-138.715333,180.000000,top
"R43","330","R_0402_1005Metric",133.991667,-140.148666,180.000000,top
"R44","330","R_0402_1005Metric",133.991667,-141.581999,180.000000,top
"R45","330","R_0402_1005Metric",133.991667,-143.015332,180.000000,top
"R46","330","R_0402_1005Metric",133.991667,-144.448667,180.000000,top
"R47","330","R_0402_1005Metric",145.375000,-125.433333,0.000000,top
"R48","330","R_0402_1005Metric",134.000000,-124.000000,180.000000,top
"R49","330","R_0402_1005Metric",134.000000,-125.433333,180.000000,top
"R50","330","R_0402_1005Metric",134.000000,-126.866666,180.000000,top
"R51","330","R_0402_1005Metric",134.000000,-128.299999,180.000000,top
"R52","330","R_0402_1005Metric",134.000000,-129.733332,180.000000,top
"R53","330","R_0402_1005Metric",134.000000,-131.166665,180.000000,top
"R54","330","R_0402_1005Metric",134.000000,-132.600000,180.000000,top
"R55","330","R_0402_1005Metric",258.385000,-125.628335,0.000000,top
"R56","330","R_0402_1005Metric",247.910000,-123.433335,180.000000,top
"R57","330","R_0402_1005Metric",247.910000,-124.866668,180.000000,top
"R58","330","R_0402_1005Metric",247.910000,-126.300001,180.000000,top
"R59","330","R_0402_1005Metric",247.910000,-127.733334,180.000000,top
"R60","330","R_0402_1005Metric",247.910000,-129.166667,180.000000,top
"R61","330","R_0402_1005Metric",247.910000,-130.600000,180.000000,top
